country_code,country,year,population,population_grow,population_under_14,population_above_65,gdp,gdp_growth_rate,unemployment,education_gov_expenditure,health_expenditure,life_expectancy_fem,life_expectancy_male,tuberculosis,hiv,infant_mortality,physicians,gdp_capita,gdp_growth_capita,educ_exp_capita,health_exp_capita,health_expend_category
ARE,United Arab Emirates (the),2005,4588225,12.02,18.34,0.89,182978,4.9,3.1,4.91,2.3,76.82,74.6,2.6,0.736,9,1.5,39879.9099869775,1954.1155893619,1958.1035803606,917.237929700483,high
ARE,United Arab Emirates (the),2010,8549988,7.69,13.16,0.69,289787,1.6,3.7,4.899,3.9,77.77,75.62,1.8,0.846,7.7,1.5,33893.2639437623,542.292223100196,1660.43100060491,1321.83729380673,very high
ARE,United Arab Emirates (the),2019,9630959,1.5,14.6,1.09,382575,0.8,1.7,5.403,3.5,79.16,77.13,1,1.184,6.5,2.4,39723.4584842486,317.787667873988,2146.25846190395,1390.3210469487,very high
AFG,Afghanistan,2005,25654277,3.68,47.86,2.23,6622,9.9,8.5,3.655,9.9,59.63,57.04,189,0.1,84.6,0.2,258.124600432123,25.5543354427802,9.43445414579409,25.5543354427802,very low
AFG,Afghanistan,2010,29185507,2.75,48.18,2.33,16078,3.2,7.8,3.5,8.6,62.46,59.68,189,0.1,72.2,0.2,550.889864616709,17.6284756677347,19.2811452615848,47.3765283570369,very low
AFG,Afghanistan,2019,37172386,2.38,43.09,2.58,21993,2.5,8.8,3.9,10.2,66.03,63.05,189,0.1,60.1,0.3,591.648865370116,14.7912216342529,23.0743057494345,60.3481842677519,low
ATG,Antigua and Barbuda,2005,81465,1.4,26.51,6.98,1022,6.4,8.4,3.4,4.5,76.34,73.58,8.5,1.327,11.5,1.302,12545.2648376603,802.896949610262,426.539004480452,564.536917694715,high
ATG,Antigua and Barbuda,2010,88028,1.47,24.34,7.36,1152,-7.2,10.458,2.5,5.4,77.12,74.44,9.1,1.338,9,1.6,13086.7451265506,-942.245649111646,327.168628163766,706.684236833735,high
ATG,Antigua and Barbuda,2019,96286,0.9,22.08,8.8,1510,3,10.122,4.835,4.3,77.98,75.72,6,1.14,6.8,2.8,15682.4460461542,470.473381384625,758.246266331554,674.345179984629,high
ALB,Albania,2005,3011487,-0.51,26.5,8.5,8052,5.5,17.5,3.2,6.3,78.17,72.71,19,0.765,21.2,1.463,2673.76216467147,147.056919056931,85.5603892694871,168.447016374303,medium
ALB,Albania,2010,2913021,-0.5,22.46,10.65,11927,3.7,14.2,3.3,5,79.3,74.14,17,0.786,16.8,1.2,4094.37487748973,151.49187046712,135.114370957161,204.718743874486,medium
ALB,Albania,2019,2866376,-0.25,17.67,13.74,13039,3.8,15.1,4,6.7,80.17,76.82,18,0.552,9.2,1.2,4548.94961442602,172.860085348189,181.957984577041,304.779624166543,medium
ARM,Armenia,2005,2981269,-0.65,21.46,11.9,5226,13.9,16.1,2.7,7,75.64,69.31,92,0.1,27.1,2.981,1752.94480303522,243.659327621895,47.3295096819509,122.706136212465,low
ARM,Armenia,2010,2877319,-0.37,19.46,10.99,9875,2.2,19,3.2,5.3,76.38,69.99,61,0.2,21,2.8,3432.01431610468,75.504314954303,109.82445811535,181.896758753548,medium
ARM,Armenia,2019,2951776,0.24,20.63,11.25,11537,7.5,18.4,2.8,9.9,78.35,71.22,31,0.2,13.2,2.9,3908.49441150006,293.137080862504,109.437843522002,386.940946738506,medium
AGO,Angola,2005,19433602,3.54,46.88,2.53,36971,15,21.4,2.8,3.7,52.61,47.89,368,1.4,128.8,0.1,1902.42652906034,285.36397935905,53.2679428136894,70.3897815752324,low
AGO,Angola,2010,23356246,3.67,47.04,2.36,83799,4.9,9.9,3.5,2.7,58.03,52.85,384,1.7,104.2,0.1,3587.86253578593,175.805264253511,125.575188752508,96.8722884662202,low
AGO,Angola,2019,30809762,3.28,46.81,2.22,126506,-2.5,8.9,3.025,2.9,63.67,58.06,355,2,78.2,0.2,4106.03626214315,-102.650906553579,124.20759692983,119.075051602151,low
ARG,Argentina,2005,38892931,1.04,27.28,9.89,200622,8.9,11.5,3.9,7.6,77.83,71.01,31,0.3,16.7,3.2,5158.31527328192,459.090059322091,201.174295657995,392.031960769426,high
ARG,Argentina,2010,40788453,0.75,26.04,10.2,426487,10.1,7.7,5,8.6,78.65,71.84,21,0.4,14.2,2.621,10456.0719672305,1056.06326869028,522.803598361527,899.222189181826,high
ARG,Argentina,2019,44494502,1.02,24.76,11.12,637486,2.9,7.9,5.6,7.5,79.86,73.08,27,0.4,12.1,4,14327.2982356337,415.491648833377,802.328701195487,1074.54736767253,high
AUT,Austria,2005,8227829,0.68,15.97,16.2,315967,2.2,5.6,5.2,9.6,82.2,76.6,13,0.162,4.5,2.919,38402.2322291822,844.849109042009,1996.91607591747,3686.61429400149,very high
AUT,Austria,2010,8363404,0.24,14.72,17.8,391893,1.8,4.8,5.7,10.2,83.5,77.8,9.1,0.175,3.8,4.8,46858.0735786529,843.445324415752,2670.91019398322,4779.5235050226,very high
AUT,Austria,2019,8840521,0.49,14.3,19,416836,2.6,5.4,5.5,10.4,84,79.4,7.1,0.138,3.3,5.1,47150.614765804,1225.9159839109,2593.28381211922,4903.66393564361,very high
AUS,Australia,2005,20394800,1.32,19.81,12.87,760397,2.8,5,4.9,8,83.3,78.5,6,0.1,4.9,2.5,37283.8664757683,1043.94826132151,1826.90945731265,2982.70931806147,very high
AUS,Australia,2010,22031750,1.56,19.03,13.38,1297259,2.5,5.2,5.6,8.4,84,79.5,6.5,0.1,4.4,3.3,58881.3417000465,1472.03354250116,3297.3551352026,4946.03270280391,very high
AUS,Australia,2019,24982688,1.54,19.19,15.66,1408676,2.9,5.5,5.3,9.3,84.9,80.7,6.6,0.1,3.6,3.6,56386.0862369974,1635.19650087292,2988.46257056086,5243.90602004076,very high
ABW,Aruba,2005,100031,1.3,21.47,8.59,2331,1.2,6.9,4.7,5.398,76.7,71.82,8.6,1.355,17.8,1.169,23302.7761393968,279.633313672761,1095.23047855165,1257.88385600464,very high
ABW,Aruba,2010,101669,0.21,20.87,10.29,2391,-3.4,10.6,6.7,6.389,77.42,72.52,6.8,1.274,16.2,1.802,23517.4930411433,-799.594763398873,1575.6720337566,1502.53263039865,very high
ABW,Aruba,2019,105845,0.45,17.8,13.55,2701,1.3,11.837,6.1,6.841,78.51,73.63,5.4,1.184,14.8,2.09,25518.4467853937,331.739808210119,1556.62525390902,1745.71694458879,very high
AZE,Azerbaijan,2005,8391850,1.02,26.23,6.59,13245,28,7.3,3,7.4,71.76,65.74,88,0.645,54.2,2.111,1578.31705762138,441.928776133987,47.3495117286415,116.795462263982,low
AZE,Azerbaijan,2010,9054332,1.19,22.84,5.9,52906,4.8,5.6,2.8,4.9,74.12,67.77,104,0.403,40.7,3.7,5843.16987713726,280.472154102589,163.608756559843,286.315323979726,medium
AZE,Azerbaijan,2019,9939800,0.87,23.37,6.2,40749,0.1,5,2.9,6.9,75.34,70.34,63,0.492,31.4,3.4,4099.57946839977,4.09957946839977,118.887804583593,282.870983319584,medium
BIH,Bosnia and Herzegovina,2005,3765331,0.03,17.7,13.52,11223,3.9,30.1,4.238,9.1,77.79,72.46,70,0.1,9.8,2.883,2980.61445328445,116.243963678094,126.318440530195,271.235915248885,medium
BIH,Bosnia and Herzegovina,2010,3705472,-0.82,15.74,13.96,17176,0.9,27.2,4.404,9,78.48,73.48,45,0.1,9,1.8,4635.30691906456,41.7177622715811,204.138916715603,417.177622715811,high
BIH,Bosnia and Herzegovina,2019,3323929,-0.83,14.77,16.47,18169,3,26.5,4.627,9.2,79.72,74.75,25,0.1,6.9,2,5466.121568782,163.98364706346,252.917444987543,502.883184327944,high
BRB,Barbados,2005,276323,0.38,20.56,12.45,3897,4,9.1,5.6,6.6,79.5,76.23,3.9,1,13,1.8,14103.0605487057,564.122421948227,789.771390727518,930.801996214575,high
BRB,Barbados,2010,282131,0.36,19.74,13.25,4365,0.3,10.7,6.1,6.8,79.82,76.81,2.4,1.3,12.6,2.079,15471.5362721573,46.4146088164718,943.763712601593,1052.06446650669,high
BRB,Barbados,2019,286641,0.14,17.34,15.8,4713,0.9,9.4,4.7,7,80.39,77.68,0.4,1.5,11.5,2.5,16442.1698221818,147.979528399636,772.781981642542,1150.95188755272,high
BGD,Bangladesh,2005,139035505,1.48,34.36,4.3,57628,6,4.2,1.9,2.3,68.72,66.95,221,0.1,55.5,0.3,414.484055709367,24.869043342562,7.87519705847798,9.53313328131545,very low
BGD,Bangladesh,2010,147575430,1.12,31.99,4.77,114508,5.6,3.4,1.9,2.5,71.26,68.69,221,0.1,43.3,0.4,775.928621722464,43.452002816458,14.7426438127268,19.3982155430616,very low
BGD,Bangladesh,2019,161356039,1.05,27.71,5.16,245633,7.3,4.4,1.5,2.4,74.29,70.64,221,0.1,33.2,0.5,1522.30434957566,111.128217519023,22.8345652436349,36.5353043898159,very low
BEL,Belgium,2005,10478617,0.55,17.15,17.29,387356,2.1,8.4,5.204,9,81.9,76.2,12,0.229,4.2,2,36966.3286672277,776.292902011783,1923.72774384253,3326.9695800505,very high
BEL,Belgium,2010,10895586,0.91,16.88,17.33,483548,2.7,8.3,5.474,9.8,83,77.5,11,0.217,3.8,2.9,44380.1737694512,1198.26469177518,2429.37071213976,4349.25702940622,very high
BEL,Belgium,2019,11433256,0.51,17.06,18.79,494764,1.7,6.4,6.6,10,83.9,79.4,9,0.195,3.5,3.3,43274.1119415152,735.659903005758,2856.09138814,4327.41119415152,very high
BFA,Burkina Faso,2005,13421930,2.96,46.5,2.57,5463,8.7,4,4.4,4.4,54.04,52.44,64,1.5,90,0.1,407.020450859154,35.4107792247464,17.9088998378028,17.9088998378028,very low
BFA,Burkina Faso,2010,15605217,3.02,46.22,2.47,8980,8.4,4.6,3.9,5.9,57.62,56.44,58,1.2,77.5,0,575.448582355503,48.3376809178623,22.4424947118646,33.9514663589747,very low
BFA,Burkina Faso,2019,19751535,2.87,44.95,2.41,12325,6.3,6.2,4.2,6.8,61.86,60.36,48,0.7,64.7,0.1,624.002134517646,39.3121344746117,26.2080896497411,42.4321451472,very low
BGR,Bulgaria,2005,7658972,-0.75,13.62,17.35,29636,7.1,10.1,4.1,6.9,76.3,69,52,0.1,12.8,3.567,3869.44879808935,274.730864664344,158.647400721663,266.991967068165,medium
BGR,Bulgaria,2010,7395599,-0.66,13.5,18.08,50610,1.3,10.3,3.9,7.1,77.2,70,41,0.1,9.5,3.8,6843.2590788116,88.9623680245508,266.887104073652,485.871394595624,high
BGR,Bulgaria,2019,7025037,-0.72,14.6,21.02,58222,3.8,4.4,4.1,8.2,78.4,71.5,22,0.1,8.3,4,8287.78553052461,314.935850159935,339.799206751509,679.598413503018,high
BHR,Bahrain,2005,889164,6.9,25.68,2.24,15969,6.8,1.3,3.868,3.2,76.28,74.57,36,0.77,9.8,1,17959.5665141639,1221.25052296314,694.676032767859,574.706128453244,high
BHR,Bahrain,2010,1240860,4.6,20.31,2.08,25713,4.3,1.1,2.5,3.8,77.09,75.27,23,1.373,7.9,0.9,20721.91866931,891.04250278033,518.04796673275,787.43290943378,high
BHR,Bahrain,2019,1569439,4.92,19.25,2.43,35326,3.8,1.2,2.3,4.9,78.28,76.31,11,0.876,6.9,0.9,22508.6798531195,855.329834418541,517.699636621748,1102.92531280286,high
BDI,Burundi,2005,7364862,3.22,46.98,2.28,1117,0.9,1.7,3.6,8.4,54.93,51.78,195,2.2,87.5,0,151.666114042598,1.36499502638339,5.45998010553355,12.7399535795783,very low
BDI,Burundi,2010,8675602,3.26,45.14,2.16,2032,5.1,1.6,6.8,11.3,58.97,55.47,144,1.6,70,0,234.220057582171,11.9452229366907,15.9269639155876,26.4668665067854,very low
BDI,Burundi,2019,11175378,3.17,45.5,2.25,3155,3.3,1.5,4.3,7.7,63.03,59.44,111,1,52.3,0,282.317072406857,9.31646338942629,12.1396341134949,21.738414575328,very low
BEN,Benin,2005,7982225,2.95,44.44,3.16,4804,1.7,0.9,3.6,4,58.79,55.85,73,1.3,84,0,601.837207044402,10.2312325197548,21.6661394535985,24.0734882817761,very low
BEN,Benin,2010,9199259,2.81,43.85,3.23,6970,2.1,1,5,4.1,60.72,57.87,68,1.1,74.5,0.1,757.669721006877,15.9110641411444,37.8834860503438,31.0644585612819,very low
BEN,Benin,2019,11485048,2.73,42.45,3.25,9236,5,2.3,4,3.9,63,59.91,56,1,67.7,0.2,804.176003443782,40.2088001721891,32.1670401377513,31.3628641343075,very low
BRN,Brunei Darussalam,2005,365114,1.57,27.83,2.95,10561,0.4,5.9,3.7,2.2,75.08,73.01,51,1.278,9.7,1.1,28925.212399415,115.70084959766,1070.23285877835,636.35467278713,high
BRN,Brunei Darussalam,2010,388646,1.23,25.96,3.39,13707,2.6,6.2,2,2.3,75.88,73.66,70,1.133,9.3,1.4,35268.59918795,916.983578886699,705.371983758999,811.177781322849,high
BRN,Brunei Darussalam,2019,428962,1.05,23.03,4.87,12128,1.3,6.8,4.4,2.3,76.96,74.59,68,0.897,8.8,1.8,28272.9006298926,367.547708188604,1244.00762771528,650.27671448753,high
BOL,Bolivia (Plurinational State of),2005,9232306,1.78,36.33,5.61,9549,4.4,5.1,6.4,5,67.54,63.19,158,0.5,52,1.2,1034.30280582121,45.5093234561333,66.1953795725575,51.7151402910605,low
BOL,Bolivia (Plurinational State of),2010,10048590,1.64,34.49,6.12,19650,4.1,2.5,7.6,5.1,70.52,65.62,135,0.4,42.1,0.4,1955.4982340806,80.1754275973047,148.617865790126,99.7304099381107,low
BOL,Bolivia (Plurinational State of),2019,11353142,1.42,31.07,7.19,37509,4.2,3.2,7.3,6.9,74.21,68.43,108,0.3,32.4,1.6,3303.84311232961,138.761410717844,241.180547200061,227.965174750743,medium
BRA,Brazil,2005,186127103,1.15,27.36,6.01,891634,3.2,9.3,4.5,8.3,75.78,68.17,50,0.5,28.2,1.7,4790.45762615238,153.294644036876,215.570593176857,397.607982970648,high
BRA,Brazil,2010,195713635,0.94,24.82,6.82,2208838,7.5,7.3,5.6,9.7,77.38,69.95,44,0.5,20.3,1.8,11286.0711007692,846.455332557693,632.019981643078,1094.74889677462,high
BRA,Brazil,2019,209469333,0.78,21.33,8.92,2055512,1,11.6,6.2,11.8,79.36,72.02,45,0.5,15.8,2.1,9812.94956431641,98.1294956431641,608.402872987618,1157.92804858934,high
BHS,Bahamas (the),2005,324859,1.85,28.11,5.78,9836,3.4,10.2,2.2,4.6,74.78,69.12,17,2.3,13.1,1.295,30277.7512705512,1029.44354319874,666.110527952127,1392.77655844536,very high
BHS,Bahamas (the),2010,354942,1.52,26.88,6.11,10096,1.5,14.3,4.678,5.9,74.61,69.62,10,2.2,11.3,2.7,28444.0838221456,426.661257332184,1330.61424119997,1678.20094550659,very high
BHS,Bahamas (the),2019,385640,1.01,22.48,7.26,11792,1.8,11.4,4.919,6.4,75.91,71.5,14,1.8,8,1.9,30577.7408982471,550.399336168447,1504.11907478477,1956.97541748781,very high
BTN,Bhutan,2005,648739,1.54,35.08,4.41,819,7.1,3.1,7.1,4,65.56,65,194,0.3,51.9,0.2,1262.44915135363,89.6338897461074,89.6338897461074,50.497966054145,very low
BTN,Bhutan,2010,685503,1.05,31.17,5.14,1585,11.7,3.3,4,3.5,68.59,68.16,239,0.3,39.5,0.2,2312.17077095213,270.5239802014,92.4868308380853,80.9259769833247,low
BTN,Bhutan,2019,754394,1.18,25.77,6,2562,6,2.4,7.1,3.5,71.82,71.12,149,0.3,30.5,0.4,3396.10336243395,203.766201746037,241.123338732811,118.863617685188,low
BWA,Botswana,2005,1799078,1.88,36.52,3.15,9931,4.6,20.8,10.7,5.3,54.42,49.98,728,24.6,57,0.3,5520.04971435369,253.92228686027,590.645319435844,292.562634860745,medium
BWA,Botswana,2010,1987105,1.71,34.97,3.32,12787,8.6,17.9,9.6,6,62.59,57.8,518,23.2,44.2,0.4,6434.98959541645,553.409105205815,617.759001159979,386.099375724987,medium
BWA,Botswana,2019,2254126,2.2,34.11,4.22,17407,2.4,17.8,5.83400000000001,5.5,72.05,66.2,275,20.3,35.5,0.4,7722.28349258205,185.334803821969,450.518018957237,424.725592092013,high
BLR,Belarus,2005,9663915,-0.68,15.6,14.72,31232,9.4,0.9,5.9,6.3,75.1,62.9,69,0.1,9.6,3.297,3231.81650500858,303.790751470807,190.677173795506,203.604439815541,medium
BLR,Belarus,2010,9490583,-0.17,14.9,13.96,57232,7.8,1.2,5.2,5.7,76.5,64.6,68,0.2,6.3,3.5,6030.39876475449,470.371103650851,313.580735767234,343.732729591006,medium
BLR,Belarus,2019,9483499,-0.16,16.87,14.85,54441,2.4,0.5,4.8,6.3,79.4,69.2,31,0.5,3.4,4.1,5740.60270370672,137.774464888961,275.548929777923,361.657970333524,medium
BLZ,Belize,2005,283800,2.6,38.9,3.48,1114,3,11,5.3,4.2,72.94,67.3,41,1.7,20.2,1,3925.29950669486,117.758985200846,208.040873854827,164.862579281184,medium
BLZ,Belize,2010,322464,2.45,35.61,4.08,1397,3.3,11.4,6.6,5.8,74.74,69.59,52,1.9,17.3,0.8,4332.26654758361,142.964796070259,285.929592140518,251.271459759849,medium
BLZ,Belize,2019,383071,1.92,30.28,4.74,1902,0.5,9.3,7.1,6.1,77.67,71.58,30,1.9,15,1.1,4965.13701115459,24.825685055773,352.524727791976,302.87335768043,medium
CAN,Canada,2005,32243753,0.94,17.68,13.12,1169393,3.2,6.8,4.8,9.1,82.6,77.9,5.5,0.185,5.3,1.9,36267.2732296392,1160.55274334846,1740.82911502268,3300.32186389717,very high
CAN,Canada,2010,34004889,1.11,16.49,14.15,1613463,3.1,8.1,5.4,10.6,83.5,79.1,4.6,0.245,5.1,2,47447.9713784685,1470.88711273253,2562.1904544373,5029.48496611767,very high
CAN,Canada,2019,37057765,1.4,15.87,17.23,1647120,3,5.9,5.3,10.5,84.1,79.9,5.6,0.162,4.6,2.6,44447.3648100472,1333.42094430142,2355.7103349325,4666.97330505496,very high
COD,Congo (the Democratic Republic of the),2005,54785903,3.18,45.78,2.96,11965,6.1,3.7,2.568,4.3,55.12,52.23,327,1.4,99.5,0.0689999999999999,218.39559713016,13.3221314249397,5.6083989343025,9.39101067659686,very low
COD,Congo (the Democratic Republic of the),2010,64563854,3.33,46.14,2.99,21566,7.1,3.7,1.5,4,58.34,55.48,327,1.1,83.8,0.1,334.025908676393,23.7158395160239,5.0103886301459,13.3610363470557,very low
COD,Congo (the Democratic Republic of the),2019,84068091,3.23,46.17,3.02,37642,3.7,3.7,1.5,3.9,61.9,58.85,321,0.8,73.1,0.1,447.756093331535,16.5669754532668,6.71634139997303,17.4624876399299,very low
CAF,Central African Republic (the),2005,4038382,1.96,43.5,3.29,1413,2.4,6.2,1.7,4.8,45.97,43.5,540,5.9,105.1,0.1,349.892605503887,8.3974225320933,5.94817429356609,16.7948450641866,very low
CAF,Central African Republic (the),2010,4386768,1.13,44.06,3.02,2034,3.6,6.3,1.2,3.7,48.79,45.82,540,5,99.7,0,463.667100699194,16.692015625171,5.56400520839032,17.1556827258702,very low
CAF,Central African Republic (the),2019,4666377,1.52,44.29,2.83,1993,4.3,5.6,1.2,4.3,54.99,50.65,540,3.6,90.3,0.1,427.097939150652,18.365211383478,5.12517526980782,18.365211383478,very low
COG,Congo (the),2005,3622775,3.15,41.85,2.62,6350,7.6,19.8,1.8,1.9,56.56,54.54,426,3.5,72.2,0.2,1752.79999447937,133.212799580432,31.5503999006287,33.303199895108,very low
COG,Congo (the),2010,4273731,3.05,41.63,2.52,13678,15,14.6,6.2,2,61.14,58.97,386,3.1,52.5,0.1,3200.48220161728,480.072330242591,198.429896500271,64.0096440323455,low
COG,Congo (the),2019,5244363,2.58,41.76,2.68,11292,-3.1,11.5,4.6,4.6,65.7,62.84,375,2.6,41.4,0.1,2153.16903120551,-66.7482399673707,99.0457754354533,99.0457754354533,low
CHE,Switzerland,2005,7437115,0.64,16.29,15.78,408697,3.1,4.4,5.2,10.8,83.9,78.7,8,0.146,4.6,3.336,54953.7018050682,1703.56475595712,2857.59249386355,5934.99979494737,very high
CHE,Switzerland,2010,7824909,1.04,15.06,16.89,583783,3,4.8,4.9,10.7,84.5,80.1,7.5,0.123,4.2,3.8,74605.7238493125,2238.17171547937,3655.68046861631,7982.81245187644,very high
CHE,Switzerland,2019,8513227,0.72,14.91,18.62,678938,1.6,4.7,5.1,12.2,85.6,81.6,6.4,0.204,3.9,4.2,79750.9569520465,1276.01531123274,4067.29880455437,9729.61674814967,very high
CIV,Côte d'Ivoire,2005,18354514,2.11,44.13,2.88,17085,1.7,3.5,4.1,5.4,51.82,48.66,267,4.4,87.9,0.1,930.833690284581,15.8241727348379,38.1641813016678,50.2650192753674,very low
CIV,Côte d'Ivoire,2010,20532950,2.33,43.62,2.86,24885,2,3.1,4.6,6.1,54.41,51.69,196,3.6,77.2,0.1,1211.95444395472,24.2390888790943,55.749904421917,73.9292210812377,low
CIV,Côte d'Ivoire,2019,25069229,2.55,41.94,2.86,38055,7.7,2.6,4.4,4.4,58.74,56.25,142,2.6,67.5,0.2,1517.99642501969,116.885724726516,66.7918427008665,66.7918427008665,low
CHL,Chile,2005,16182721,1.04,24.66,8.43,122965,6.2,8,3.3,6.6,80.58,74.53,18,0.2,8.3,1,7598.53673557123,471.109277605416,250.751712273851,501.503424547701,high
CHL,Chile,2010,17062536,1.04,22.08,9.36,218538,5.8,8.4,4.2,6.8,81.66,75.74,16,0.4,7.7,1,12808.0608884869,742.867531532241,537.938557316451,870.94814041711,high
CHL,Chile,2019,18729160,1.39,19.75,11.53,277081,1.5,7.1,5.4,8.5,82.38,77.55,18,0.5,7.2,1.1,14794.0964784326,221.911447176488,798.881209835358,1257.49820066677,very high
CMR,Cameroon,2005,17733410,2.71,44.18,3.01,17944,2,4.4,2.9,4.1,53.89,51.62,311,4.8,92.2,0.1,1011.87532459916,20.2375064919832,29.3443844133757,41.4868883085656,very low
CMR,Cameroon,2010,20341241,2.75,43.69,2.84,26144,3.4,4.1,3,4.5,56.31,53.89,260,4.5,80.5,0.1,1285.27064794129,43.699202030004,38.5581194382388,57.8371791573582,low
CMR,Cameroon,2019,25216237,2.61,42.63,2.73,34924,3.5,4.2,3.1,4.7,60.19,57.66,186,3.6,70.7,0.1,1384.98063767405,48.4743223185918,42.9343997678956,65.0940899706804,low
CHN,China,2005,1303720000,0.59,20.35,7.48,2285960,11.4,4.1,3.882,4.1,74.84,71.3,91,0.468,27.1,1.1,1753.41330960636,199.889117295125,68.0675046789188,71.8899456938606,low
CHN,China,2010,1337705000,0.48,18.66,8.07,6100648,10.6,4.2,3.975,4.2,76.57,72.48,76,0.452,18.1,1.5,4560.53315192812,483.41651410438,181.281192789143,191.542392380981,medium
CHN,China,2019,1392730000,0.46,17.88,10.92,12237782,6.9,4.8,4.097,5,79.05,74.55,61,0.379,12.3,1.8,8786.9019838734,606.296236887265,359.999374279293,439.34509919367,high
COL,Colombia,2005,42647723,1.35,30.32,5.84,146566,4.7,11.9,4,5.5,77.43,71.08,30,0.4,19.5,1.5,3436.6664780673,161.523324469163,137.466659122692,189.016656293702,medium
COL,Colombia,2010,45222700,1.05,27.27,6.59,287018,4,10.9,4.8,6.3,78.4,72.42,32,0.4,16.9,1.6,6346.76832652628,253.870733061051,304.644879673261,399.846404571156,high
COL,Colombia,2019,49648685,1.52,23.08,8.48,309191,1.8,9.2,4.4,5.9,79.86,74.33,33,0.4,14.4,2.1,6227.57682303167,112.09638281457,274.013380213393,367.427032558868,medium
CRI,Costa Rica,2005,4285502,1.42,27.44,6.35,19952,3.9,6.6,4.9,6.7,80.49,75.79,16,0.2,10.9,1.3,4655.69727887188,181.572193876003,228.129166664722,311.931717684416,medium
CRI,Costa Rica,2010,4577378,1.25,24.31,7.3,37269,5,8.9,6.6,8.1,81.24,76.37,13,0.3,10,1.788,8141.99744919471,407.099872459736,537.371831646851,659.501793384772,high
CRI,Costa Rica,2019,4999441,0.99,21.32,9.55,57565,3.2,7.9,7.4,7.6,82.73,77.54,10,0.4,9.3,1.1,11514.2872973198,368.457193514235,852.057260001668,875.085834596308,high
CUB,Cuba,2005,11261582,0.1,19.2,10.87,42644,11.2,2,10.6,8.8,79.66,75.77,7.9,0.1,6.1,6.3,3786.67934931344,424.108087123106,401.388011027225,333.227782739583,medium
CUB,Cuba,2010,11225832,-0.01,17.74,12.54,64328,2.4,2.5,12.8,10.7,80.35,76.37,8.5,0.2,5.3,6.8,5730.35477459488,137.528514590277,733.485411148145,613.147960881652,high
CUB,Cuba,2019,11338138,-0.01,16.21,15.19,96851,1.8,2.6,9.963,12.2,80.71,76.76,7.2,0.4,4.8,8.2,8542.05514168199,153.756992550276,851.044953765777,1042.1307272852,high
CPV,Cabo Verde,2005,463032,1.4,37.64,5.67,1105,6.5,11.2,7.5,4.3,73.97,66.47,79,0.6,24.5,0.897,2386.44413345082,155.118868674303,178.983310008811,102.617097738385,low
CPV,Cabo Verde,2010,492654,1.22,32.31,5.33,1664,1.5,10.7,5.6,4.5,74.59,67.27,90,0.6,22.9,0.6,3377.62405258051,50.6643607887077,189.146946944509,151.993082366123,low
CPV,Cabo Verde,2019,543767,1.16,28.78,4.61,1773,4,10.4,5.2,5.3,76.01,69.32,46,0.6,20.6,0.8,3260.5877149588,130.423508598352,169.550561177857,172.811148892816,medium
CUW,Curaçao,2019,159800,-0.23,18.88,16.68,3122,-1.7,13,4.9,6.721,77.897,72.4946,6.4,1.136,10.3,2.668,19536.9211514393,-332.127659574468,957.309136420526,1313.07647058824,very high
CYP,Cyprus,2005,1027662,1.69,20,10.77,18967,4.9,5.3,6.2,5.3,80.75,76.54,3.8,0.479,5.6,2.128,18456.4574733716,904.366416195208,1144.30036334904,978.192246088695,high
CYP,Cyprus,2010,1112612,1.31,17.84,11.42,25561,1.3,6.3,6.6,6.3,81.63,77.24,6.3,0.418,4.3,2.2,22973.8669005907,298.660269707679,1516.27521543899,1447.35361473721,very high
CYP,Cyprus,2019,1189265,0.81,16.79,13.72,22054,4.2,9.9,6.4,6.9,82.91,78.74,5.4,0.446,4.2,2,18544.2268964444,778.857529650667,1186.83052137244,1279.55165585467,very high
CZE,Czechia,2005,10211216,0.14,14.73,14.04,136281,6.5,7.9,3.9,6.4,79.1,72.9,11,0.1,4,3.048,13346.2067593125,867.503439355313,520.502063613188,854.157232596,high
CZE,Czechia,2010,10474410,0.29,14.24,15.44,207478,2.3,7.3,4.1,6.9,80.6,74.4,6.8,0.1,3.1,3.6,19808.0846558422,455.58594708437,812.13147088953,1366.75784125311,very high
CZE,Czechia,2019,10629928,0.33,15.59,19.42,215825,4.3,2,5.8,7.1,82,76.1,5.4,0.1,2.5,4.3,20303.5241630988,873.051539013246,1177.60440145973,1441.55021558001,very high
DEU,Germany,2005,82469422,-0.06,14.42,18.87,2861339,0.7,11.2,4.985,10.2,81.8,76.2,8,0.1,4.2,3.307,34695.7566890671,242.87029682347,1729.58347095,3538.96718228485,very high
DEU,Germany,2010,81776930,-0.15,13.57,20.55,3417095,4.1,7,4.9,11,82.6,77.5,5.8,0.1,3.7,3.8,41785.5622606522,1713.20805268674,2047.49255077196,4596.41184867175,very high
DEU,Germany,2019,82905782,0.3,13.62,21.46,3693204,2.2,3.6,4.8,11.1,83.4,78.7,7.3,0.1,3.4,4.2,44547.0015589504,980.034034296908,2138.25607482962,4944.71717304349,very high
DJI,Djibouti,2005,783254,1.5,37.88,3.3,674,3.2,6.4,8.4,4.5,59.45,56.56,496,2.1,68.1,0.2,860.512681709892,27.5364058147166,72.283065263631,38.7230706769452,very low
DJI,Djibouti,2010,840198,1.48,32.56,3.82,1015,3.5,6.2,4.5,4.3,61.61,58.61,621,1.6,63.4,0.2,1208.04857902542,42.2817002658897,54.3621860561439,51.9460888980931,low
